UF;Ente Federado;C�digo IBGE_x;Creche Integral P�blica Urbano;Creche Integral P�blica Campo;Creche Integral P�blica Ind�gena;Creche Integral P�blica Quilombola;Creche Integral Conveniada Urbano;Creche Integral Conveniada Campo;Creche Integral Conveniada Ind�gena;Creche Integral Conveniada Quilombola;Creche Parcial P�blica Urbano;Creche Parcial P�blica Campo;Creche Parcial P�blica Ind�gena;Creche Parcial P�blica Quilombola;Creche Parcial Conveniada Urbano;Creche Parcial Conveniada Campo;Creche Parcial Conveniada Ind�gena;Creche Parcial Conveniada Quilombola;Pr�-Escola Integral P�blica Urbano;Pr�-Escola Integral P�blica Campo;Pr�-Escola Integral P�blica Ind�gena;Pr�-Escola Integral P�blica Quilombola;Pr�-Escola Integral Conveniada Urbano;Pr�-Escola Integral Conveniada Campo;Pr�-Escola Integral Conveniada Ind�gena;Pr�-Escola Integral Conveniada Quilombola;Pr�-Escola Parcial P�blica Urbano;Pr�-Escola Parcial P�blica Campo;Pr�-Escola Parcial P�blica Ind�gena;Pr�-Escola Parcial P�blica Quilombola;Pr�-Escola Parcial Conveniada Urbano;Pr�-Escola Parcial Conveniada Campo;Pr�-Escola Parcial Conveniada Ind�gena;Pr�-Escola Parcial Conveniada Quilombola;Ensino Fundamental Integral Urbano;Ensino Fundamental Integral Campo;Ensino Fundamental Integral Ind�gena;Ensino Fundamental Integral Quilombola;Anos Iniciais Fundamental Urbano;Anos Iniciais Fundamental Campo;Anos Iniciais Fundamental Ind�gena;Anos Iniciais Fundamental Quilombola;Anos Finais Fundamental Urbano;Anos Finais Fundamental Campo;Anos Finais Fundamental Ind�gena;Anos Finais Fundamental Quilombola;Ensino M�dio Integral Urbano;Ensino M�dio Integral Campo;Ensino M�dio Integral Ind�gena;Ensino M�dio Integral Quilombola;Ensino M�dio Parcial Urbano;Ensino M�dio Parcial Campo;Ensino M�dio Parcial Ind�gena;Ensino M�dio Parcial Quilombola;EJA Urbano;EJA Campo;EJA Ind�gena;EJA Quilombola;Educa��o Especial - Creche Urbano;Educa��o Especial - Creche Campo;Educa��o Especial - Creche Ind�gena;Educa��o Especial - Creche Quilombola;Educa��o Especial - Pr�-Escola Urbano;Educa��o Especial - Pr�-Escola Campo;Educa��o Especial - Pr�-Escola Ind�gena;Educa��o Especial - Pr�-Escola Quilombola;Educa��o Especial - Demais segmentos Urbano;Educa��o Especial - Demais segmentos Campo;Educa��o Especial - Demais segmentos Ind�gena;Educa��o Especial - Demais segmentos Quilombola;Atendimento Educacional Especializado;Educa��o Profissional e T�cnica;Matr�culas Totais;C�digo IBGE_y;Receita da contribui��o de estados e munic�pios ao Fundeb;Complementa��o VAAF;Complementa��o VAAT;Complementa��o VAAR;Complementa��o da Uni�o Total;Total das receitas previstas;Educa��o Infantil;Anos Iniciais do Ensino Fundamental;Anos Finais do Ensino Fundamental;Ensino M�dio Integral;Ensino M�dio Parcial;EJA;Educa��o Especial;Educa��o Profissional/T�cnica
MT;BARRA DO GARCAS;5101803;826;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1313;74;233;0;0;0;0;0;81;0;0;0;3158;198;300;0;972;8;131;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;87;1;0;0;259;5;0;0;173;0;7852;5101803;67164605,97;0;0;4307129,62;4307129,62;71471735,59;2567;3656;1111;0;0;0;528;0
MT;BOM JESUS DO ARAGUAIA;5101852;81;0;0;0;0;0;0;0;44;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;210;31;29;0;0;0;0;0;49;0;0;0;421;84;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;15;2;0;0;17;0;1041;5101852;9068605,92;0;0;0;0;9068605,92;427;531;0;0;0;0;41;0
MT;BRASNORTE;5101902;279;0;0;0;0;0;0;0;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;151;13;0;0;0;0;0;0;0;0;0;835;419;24;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;19;11;0;0;0;0;2289;5101902;19620890,41;0;0;655845,78;655845,78;20276736,19;958;1278;23;0;0;0;37;0
MT;CACERES;5102504;476;0;0;0;0;0;0;0;930;36;0;0;0;0;0;0;83;0;0;0;0;0;0;0;1747;339;0;0;0;0;0;0;169;0;0;0;4547;818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;2;0;0;69;4;0;0;243,5;36;0;0;234;0;9760,5;5102504;81780673,97;0;0;0;0;81780673,97;3713;5365;0;0;0;0;615,5;0
MT;CAMPINAPOLIS;5102603;57;0;7;0;0;0;0;0;134;0;104;0;0;0;0;0;0;0;13;0;0;0;0;0;220;40;477;0;0;0;0;0;0;26;28;0;534;105;1113;0;296;89;724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;0;29;5;1;0;0;0;4012;5102603;40302501,43;0;4828827,09;0;4828827,09;45131328,52;1062;1752;1109;0;0;0;45;0
MT;CAMPO NOVO DO PARECIS;5102637;0;0;0;0;0;0;0;0;1274;104;0;0;0;0;0;0;25;0;0;0;0;0;0;0;1379;180;30;0;0;0;0;0;73;0;0;0;3543;0;66;0;693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;2;0;0;51;6;0;0;141;0;1;0;60;0;7656;5102637;61984732,64;0;0;4432871,19;4432871,19;66417603,83;3079;3609;693;0;0;0;289;0
MT;CAMPO VERDE;5102678;50;0;0;0;0;0;0;0;825;19;0;0;0;0;0;0;28;0;0;0;0;0;0;0;1042;220;0;0;0;0;0;0;0;0;0;0;2324;508;0;0;683;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;0;0;0;42;3;0;0;103;27;0;0;129;0;6302;5102678;51566223,94;0;0;0;0;51566223,94;2259;2832;952;0;0;0;334;0
MT;CAMPOS DE JULIO;5102686;161;0;0;0;0;0;0;0;197;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313;17;0;0;0;0;0;0;49;0;0;0;715;46;8;0;141;11;0;0;0;0;0;0;0;0;0;0;36;0;12;0;5;0;0;0;20;5;0;0;55;4;0;0;62;0;1857;5102686;15684497,39;0;0;1132943,26;1132943,26;16817440,65;718;769;152;0;0;48;151;0
MT;CANABRAVA DO NORTE;5102694;0;0;0;0;0;0;0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0;0;106;12;41;0;0;0;0;0;15;0;0;0;309;62;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;10;1;0;0;0;0;702;5102694;6274188,51;0;0;206001,16;206001,16;6480189,67;259;371;46;0;0;0;14;0
MT;CANARANA;5102702;192;0;0;0;0;0;0;0;405;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;531;99;67;0;0;0;0;0;57;0;0;0;1389;231;234;0;0;191;111;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;24;1;3;0;36;14;8;0;32;0;3649;5102702;31633183,58;0;0;0;0;31633183,58;1346;1854;302;0;0;0;131;0
MT;CARLINDA;5102793;0;0;0;0;0;0;0;0;213;3;0;0;0;0;0;0;0;14;0;0;0;0;0;0;211;62;0;0;0;0;0;0;105;289;0;0;373;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;4;0;0;53;1;0;0;20;0;1377;5102793;13113930,39;0;0;825408,73;825408,73;13939339,12;512;397;0;0;0;0;83;0
MT;CASTANHEIRA;5102850;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103;76;0;0;0;0;0;0;0;0;0;0;326;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;6;1;0;0;8;0;785;5102850;6272500,13;0;0;228472,69;228472,69;6500972,82;284;486;0;0;0;0;17;0
MT;CHAPADA DOS GUIMARAES;5103007;110;0;0;0;0;0;0;0;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;376;148;0;0;0;0;0;0;70;0;0;0;880;424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;9;5;0;0;36;8;0;0;30;0;2339;5103007;19713270,93;0;0;1285374,2;1285374,2;20998645,13;891;1304;0;0;0;0;91;0
MT;CLAUDIA;5103056;147;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;273;0;0;0;0;0;0;0;52;0;0;0;618;0;0;0;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;19;0;0;0;91;0;0;0;64;0;1535;5103056;13099820,32;0;0;924395,24;924395,24;14024215,56;564;618;146;0;0;0;178;0
MT;COCALINHO;5103106;0;0;0;0;0;0;0;0;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;140;19;0;0;0;0;0;0;80;0;0;0;304;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;8;0;0;0;27;0;0;0;25;0;762;5103106;6456892,74;0;0;402155,14;402155,14;6859047,88;280;350;0;0;0;0;66;0
MT;COLIDER;5103205;0;0;0;0;0;0;0;0;641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;711;68;0;0;0;0;0;0;0;0;0;0;1858;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;34;3;0;0;121;6;0;0;83;0;3771;5103205;30361260,9;0;0;1131072,1;1131072,1;31492333;1479;2082;0;0;0;0;269;0
MT;COLNIZA;5103254;58;0;0;0;0;0;0;0;426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;615;287;0;0;0;0;0;0;0;0;0;0;1420;680;0;0;132;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;15;2;0;0;25;17;0;0;0;0;3839;5103254;32122855,71;0;0;2154359,99;2154359,99;34277215,7;1411;2100;286;0;0;0;67;0
MT;COMODORO;5103304;276;0;0;0;0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426;118;127;0;0;0;0;0;0;0;0;0;953;301;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;10;2;2;0;76;5;1;0;25;0;2608;5103304;22916480,25;0;0;0;0;22916480,25;1006;1495;0;0;0;0;123;0
MT;CONFRESA;5103353;162;16;0;0;0;0;0;0;83;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1033;176;40;0;0;0;0;0;0;0;0;0;2029;498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0;0;31;4;0;0;85;17;0;0;103;0;4304;5103353;35561570,94;0;0;2368548,88;2368548,88;37930119,82;1572;2527;0;0;0;0;248;0
MT;CONQUISTA DOESTE;5103361;53;0;0;0;0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;0;14;0;0;0;0;0;0;0;0;0;273;0;38;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;1;0;0;0;9;0;0;0;0;0;637;5103361;5349271,84;0;0;192736,01;192736,01;5542007,85;248;311;65;0;0;4;11;0
MT;COTRIGUACU;5103379;0;0;0;0;0;0;0;0;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;148;161;0;0;0;0;0;0;43;0;0;0;326;434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;2;0;0;3;4;0;0;2;0;1274;5103379;10846325,93;0;0;764068,23;764068,23;11610394,16;462;760;0;0;0;0;18;0
MT;CUIABA;5103403;10453;135;0;0;1398;0;0;0;217;0;0;0;18;0;0;0;151;0;0;0;437;0;0;0;11413;492;0;0;119;0;0;0;1488;0;0;0;29890;1415;0;0;728;581;0;0;0;0;0;0;0;0;0;0;0;36;0;0;6;0;0;0;640;12;0;0;1416;95;0;0;1073;0;62213;5103403;532555410,9;0;0;0;0;532555410,9;25491;31305;1309;0;0;36;3242;0
MT;CURVELANDIA;5103437;32;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;132;0;0;0;0;0;0;0;0;0;0;0;344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;7;0;0;0;15;0;0;0;13;0;581;5103437;4707851,29;0;0;363348,44;363348,44;5071199,73;209;344;0;0;0;0;38;0
MT;DENISE;5103452;42;0;0;0;0;0;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;5;0;0;0;0;0;0;0;0;0;0;353;26;0;0;93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;4;0;0;0;24;0;0;0;12;0;865;5103452;7162832,11;0;0;207177,91;207177,91;7370010,02;357;379;93;0;0;0;42;0
MT;DIAMANTINO;5103502;592;0;0;0;0;0;0;0;32;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;536;122;0;0;0;0;0;0;130;33;0;0;562;335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;2;0;0;14;7;0;0;24;6;0;0;0;0;2461;5103502;22435955,08;0;0;0;0;22435955,08;1332;897;0;0;0;39;53;0
MT;DOM AQUINO;5103601;0;0;0;0;0;0;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;163;0;0;0;0;0;0;0;0;0;0;0;447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;1;0;0;0;6;0;0;0;48,5;0;0;0;14;0;832,5;5103601;6742640,23;0;0;509404,77;509404,77;7252045;310;447;0;0;0;13;69,5;0
MT;FELIZ NATAL;5103700;80;0;0;0;0;0;0;0;267;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;283;31;17;0;0;0;0;0;0;0;0;0;724;74;61;0;112;5;39;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;10;0;0;0;56;2;0;0;13;0;1778;5103700;14976051,79;0;0;999142,65;999142,65;15975194,44;692;859;156;0;0;0;85;0
MT;FIGUEIROPOLIS DOESTE;5103809;60;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;191;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;14;0;0;0;0;0;365;5103809;3061120,26;0;0;113231;113231;3174351,26;160;191;0;0;0;0;17;0
MT;GAUCHA DO NORTE;5103858;197;0;0;0;0;0;0;0;4;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;164;41;65;0;0;0;0;0;0;0;148;0;0;95;380;0;0;0;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;12;0;10;0;1197;5103858;12863190,7;0;0;365501,99;365501,99;13228692,69;494;475;57;0;0;0;24;0
MT;GENERAL CARNEIRO;5103908;0;0;0;0;0;0;0;0;28;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;11;67;0;0;0;0;0;0;0;0;0;170;0;125;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;480;5103908;4342478,85;0;0;138212,5;138212,5;4480691,35;185;295;0;0;0;0;4;0
MT;GLORIA DOESTE;5103957;51;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83;0;0;0;0;0;0;0;0;0;0;0;180;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;10;0;0;0;7;0;392;5103957;3287625,84;0;0;0;0;3287625,84;159;180;36;0;0;0;19;0
MT;GUARANTA DO NORTE;5104104;21;0;35;0;1;0;0;0;640;0;0;0;0;0;0;0;21;73;53;0;2;0;0;0;816;0;0;0;0;0;0;0;48;398;247;0;2127;0;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;30;0;0;0;60;0;0;0;120;0;0;0;140;0;5006;5104104;45247580,62;0;0;0;0;45247580,62;1752;2127;162;0;0;12;350;0
MT;GUIRATINGA;5104203;154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;18;0;0;0;0;0;0;0;0;0;0;563;29;0;0;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;15;1;0;0;17;0;1070;5104203;8837003,04;0;0;615508,23;615508,23;9452511,27;366;592;79;0;0;0;43;0
MT;INDIAVAI;5104500;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;59;0;0;0;0;0;0;0;0;0;0;0;156;0;0;0;135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0;0;0;409;5104500;3376749,8;0;0;126880,76;126880,76;3503630,56;114;156;135;0;0;0;5;0
MT;IPIRANGA DO NORTE;5104526;0;0;0;0;0;0;0;0;260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;298;0;0;0;0;0;0;0;23;0;0;0;684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;13;0;0;0;42;0;0;0;21;0;1350;5104526;10793695,36;0;0;0;0;10793695,36;580;684;0;0;0;0;85;0
MT;ITANHANGA;5104542;80;0;0;0;0;0;0;0;122;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;171;61;0;0;0;0;0;0;0;149;0;0;477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;8;3;0;0;12;0;0;0;18;0;1132;5104542;10101921,25;0;0;683805,74;683805,74;10785726,99;476;477;0;0;0;0;44;0
MT;ITAUBA;5104559;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;193;9;0;0;0;0;0;0;45;0;0;0;391;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;26;0;0;0;20;0;893;5104559;7384193,23;0;0;545132,24;545132,24;7929325,47;385;417;0;0;0;0;52;0
MT;ITIQUIRA;5104609;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;229;178;0;0;0;0;0;0;0;13;0;0;623;455;0;0;290;323;0;0;0;0;0;0;0;0;0;0;21;8;0;0;0;0;0;0;6;5;0;0;49;32;0;0;50;0;2556;5104609;22084947,26;0;0;0;0;22084947,26;692;1078;613;0;0;29;142;0
MT;JACIARA;5104807;369;0;0;0;0;0;0;0;364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;694;0;0;0;0;0;0;0;237;0;0;0;1574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;40;0;0;0;89;0;0;0;117;0;3497;5104807;29906861,11;0;0;1084846,03;1084846,03;30991707,14;1480;1574;0;0;0;0;259;0
MT;JANGADA;5104906;65;0;0;0;0;0;0;0;59;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;49;0;0;0;0;0;0;0;0;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;3;0;0;0;0;543;5104906;4965646,87;0;0;144754,3;144754,3;5110401,17;335;205;0;0;0;0;9;0
MT;JAURU;5105002;105;0;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177;40;0;0;0;0;0;0;58;0;0;0;359;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;2;2;0;0;47;5;0;0;24;0;1068;5105002;9304259,18;0;0;643146,33;643146,33;9947405,51;434;500;0;0;0;0;84;0
MT;JUARA;5105101;201;0;0;0;0;0;0;0;558;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;802;105;0;0;0;0;0;0;54;0;0;0;728;418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;46;2;0;0;74,5;6;0;0;54;0;3063,5;5105101;26485469,43;0;0;0;0;26485469,43;1729;1146;0;0;0;0;197,5;0
MT;JUINA;5105150;216;0;55;0;0;0;0;0;858;0;55;0;0;0;0;0;43;0;0;0;0;0;0;0;940;91;91;0;0;0;0;0;495;0;0;0;2045;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;1;0;43;1;6;0;93;12;0;0;30;0;5416;5105150;47253641,83;0;437925,36;1630538,04;2068463,4;49322105,23;2416;2370;0;0;0;0;202;0
MT;JURUENA;5105176;40;0;0;0;0;0;0;0;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;19;0;0;0;0;0;0;0;0;0;0;763;60;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;11;0;0;0;22;0;0;0;15;0;1485;5105176;12071336,95;0;0;823684,69;823684,69;12895021,64;601;823;24;0;0;0;53;0
MT;JUSCIMEIRA;5105200;65;0;0;0;0;0;0;0;130;107;0;0;0;0;0;0;0;0;0;0;0;0;0;0;183;117;0;0;0;0;0;0;102;0;0;0;321;371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;6;0;0;0;26;6;0;0;30;0;1468;5105200;13020123,07;0;0;0;0;13020123,07;612;692;0;0;0;0;72;0
MT;LAMBARI DOESTE;5105234;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;53;0;0;0;0;0;0;0;0;0;0;242;106;0;0;40;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;17;3;0;0;0;0;692;5105234;5919221,1;0;0;421883,03;421883,03;6341104,13;257;348;67;0;0;0;25;0
MT;LUCAS DO RIO VERDE;5105259;454;0;0;0;0;0;0;0;2167;0;0;0;0;0;0;0;0;73;0;0;0;0;0;0;2355;65;0;0;0;0;0;0;771;573;0;0;5315;0;0;0;1961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;0;91;1;0;0;364;0;0;0;281;0;14507;5105259;123543166,3;0;0;0;0;123543166,3;5242;5315;1961;0;0;0;773;0
MT;LUCIARA;5105309;0;0;0;0;0;0;0;0;0;0;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;0;0;0;0;0;0;0;0;0;0;0;169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;0;0;0;353;5105309;4082320,83;0;997622,94;0;997622,94;5079943,77;176;169;0;0;0;0;9;0
MT;MARCELANDIA;5105580;48;0;0;0;0;0;0;0;293;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;315;35;0;0;0;0;0;0;0;0;0;0;768;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;11;0;0;0;62;0;0;0;52;0;1659;5105580;13743186,66;0;0;1031817,77;1031817,77;14775004,43;710;835;0;0;0;0;133;0
MT;MATUPA;5105606;0;0;0;0;0;0;0;0;700;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;554;84;13;0;0;0;0;0;150;32;0;0;1166;197;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;35;3;0;0;105;4;0;0;84;0;3160;5105606;26828159,37;0;3615812,36;1911635,67;5527448,03;32355607,4;1406;1379;0;0;0;0;243;0
MT;MIRASSOL DOESTE;5105622;0;44;0;0;0;0;0;0;252;291;0;0;0;0;0;0;0;0;0;0;0;0;0;0;586;68;0;0;0;0;0;0;18;0;0;0;1355;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;13;0;0;36;3;0;0;103;1;0;0;107;0;2915;5105622;24643945,33;0;0;1678834,85;1678834,85;26322780,18;1302;1384;0;0;0;0;272;0
MT;NOBRES;5105903;159;0;0;0;0;0;0;0;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410;128;6;0;0;0;0;0;0;0;0;0;511;304;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;7;1;0;0;59;6;1;0;0;0;1721;5105903;14821141,91;0;0;0;0;14821141,91;826;829;0;0;0;0;75;0
MT;NORTELANDIA;5106000;0;0;0;0;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;149;0;0;0;0;0;0;0;20;0;0;0;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;0;10;0;0;0;0;0;682;5106000;5526165,09;0;0;435932,01;435932,01;5962097,1;295;357;0;0;0;0;15;0
MT;NOSSA SENHORA DO LIVRAMENTO;5106109;22;20;0;0;0;0;0;0;127;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;199;0;0;0;0;0;0;0;0;0;0;304;368;0;0;37;280;0;0;0;0;0;0;0;0;0;0;31;100;0;0;0;0;0;0;1;2;0;0;10;14;0;0;0;0;1709;5106109;14992945,15;0;0;445756,76;445756,76;15438701,91;565;672;317;0;0;131;27;0
MT;NOVA BANDEIRANTES;5106158;0;0;0;0;0;0;0;0;123;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;282;132;0;0;0;0;0;0;0;56;0;0;654;297;0;0;0;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;7;1;0;0;48;11;0;0;47;0;1924;5106158;16490873,47;0;0;1100755,26;1100755,26;17591628,73;611;951;200;0;0;0;123;0
MT;NOVA BRASILANDIA;5106208;0;0;0;0;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;116;16;0;0;0;0;0;0;22;0;0;0;227;50;0;0;46;40;0;0;0;0;0;0;0;0;0;0;18;0;0;0;1;0;0;0;1;0;0;0;6;1;0;0;1;0;614;5106208;5078240,73;0;0;190476,26;190476,26;5268716,99;203;277;86;0;0;18;10;0
MT;NOVA CANAA DO NORTE;5106216;10;0;0;0;0;0;0;0;181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;223;124;0;0;0;0;0;0;44;50;0;0;570;255;0;0;95;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;14;4;0;0;38;25;0;0;31;0;1726;5106216;14728539,77;0;0;989764,25;989764,25;15718304,02;564;825;149;0;0;0;120;0
MT;NOVA GUARITA;5108808;0;0;0;0;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109;17;0;0;0;0;0;0;0;0;0;0;316;49;0;0;67;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;11;14;0;0;0;0;729;5108808;5944115,8;0;0;441027,58;441027,58;6385143,38;229;365;110;0;0;0;29;0
MT;NOVA LACERDA;5106182;14;0;0;0;0;0;0;0;106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;0;0;0;0;0;0;0;40;0;0;0;392;128;11;0;324;88;23;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;29;5;1;0;0;0;1364;5106182;11354868,38;0;0;769333,74;769333,74;12124202,12;323;531;435;0;0;0;39;0
MT;NOVA MARILANDIA;5108857;0;0;0;0;0;0;0;0;109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;281;0;0;0;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;21;0;0;0;0;0;619;5108857;4963052,56;0;0;367152,03;367152,03;5330204,59;233;281;84;0;0;0;22;0
